name,gender,age,class,embarked,country,ticketno,fare,sibsp,parch,survived,PassengerId,Age Group,Fare Quartile,cabin,member_type,is_survived,port,bridge,is_survived2,diff
"Widegren, Mr. Carl Peter",male,51,3rd,S,Sweden,347064,7.15,0,0,no,1283,45-60,Minimum,D28,Passenger,0,"Southampton, England",Bridge D,1,1
"Widener, Mr. George Dunton",male,50,1st,S,United States,113503,211.1,1,1,no,1299,45-60,3,C80,Passenger,0,"Southampton, England",Bridge C,0,0
"Widener, Mr. Harry Elkins",male,27,1st,S,United States,113503,211.1,0,2,no,378,16-30,3,C82,Passenger,0,"Southampton, England",Bridge C,0,0
"Widener, Mrs. Eleanor",female,50,1st,S,United States,113503,211.1,1,1,yes,1286,45-60,3,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Wiklund, Mr. Jakob Alfred",male,18,3rd,S,Finland,3101267,6.0911,1,0,no,372,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Wiklund, Mr. Karl Johan",male,21,3rd,S,Finland,3101266,6.0911,1,0,no,1124,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Wilkes, Mrs. Ellen",female,47,3rd,S,England,363272,7,1,0,yes,1289,45-60,Minimum,B41,Passenger,1,"Southampton, England",Bridge B,1,0
"Wilkinson, Mrs. Elizabeth Anne",female,30,2nd,S,England,2926,26,1,0,yes,1290,31-45,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,0,1
"Willard, Miss. Constance",female,21,1st,S,United States,113795,26.11,0,0,yes,1123,16-30,2,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Willer, Mr. Aaron",male,37,3rd,C,NA,3410,8.1403,0,0,no,1292,31-45,1,C7,Passenger,0,"Cherbourg, France",Bridge C,1,1
"Willey, Mr. Edward John",male,21,3rd,S,Wales,751,7.11,0,0,no,1293,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Williams, Mr. Charles Duane",male,51,1st,C,Switzerland,17597,61.0707,0,1,no,156,45-60,3,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Williams, Mr. Charles Eugene",male,23,2nd,S,England,244373,13,0,0,yes,18,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Williams, Mr. Fletcher Fellowes Lambert",male,43,1st,S,United States,113510,35,0,0,no,1296,31-45,3,D40,Passenger,0,"Southampton, England",Bridge D,0,0
"Williams, Mr. Howard Hugh",male,28,3rd,S,England,2466,8.01,0,0,no,1297,16-30,1,D38,Passenger,0,"Southampton, England",Bridge D,0,0
"Williams, Mr. Leslie",male,28,3rd,S,Wales,54636,16.02,0,0,no,736,16-30,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Williams, Mr. Richard Norris II",male,21,1st,C,Switzerland,17597,61.0707,0,1,yes,915,16-30,3,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,0,1
"Wilson, Miss. Helen Alice",female,31,1st,C,NA,16966,134.1,0,0,yes,1263,31-45,3,E39 E41,Passenger,1,"Cherbourg, France",Bridge E,1,0
"Windeløv, Mr. Einar",male,21,3rd,S,South Africa,3101317,7.05,0,0,no,1301,16-30,Minimum,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Wirz, Mr. Albert",male,27,3rd,S,Switzerland,315154,8.1303,0,0,no,895,16-30,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Wiseman, Mr. Philippe",male,54,3rd,S,England,34244,7.05,0,0,no,1303,45-60,Minimum,C78,Passenger,0,"Southampton, England",Bridge C,1,1
"Wittevrongel, Mr. Camilius Aloysius",male,36,3rd,S,Belgium,345771,9.1,0,0,no,1304,31-45,1,No cabin found,Passenger,0,"Southampton, England",No bridge found,1,1
"Woodward, Mr. John Wesley",male,32,2nd,S,England,250654,,Crew,Crew,no,1305,31-45,#N/A,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Woolner, Mr. Hugh",male,46,1st,S,England,19947,35.1,0,0,yes,56,45-60,3,C52,Passenger,1,"Southampton, England",Bridge C,1,0
"Wright, Miss. Marion",female,26,2nd,S,England,220844,13.1,0,0,yes,1054,16-30,1,No cabin found,Passenger,1,"Southampton, England",No bridge found,1,0
"Wright, Mr. George",male,62,1st,S,Canada,113807,26.11,0,0,no,556,60+,2,No cabin found,Passenger,0,"Southampton, England",No bridge found,0,0
"Yasbeck, Mr. Antoni",male,27,3rd,C,Lebanon,2659,14.0901,1,0,no,621,16-30,1,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Yazbeck, Mrs. Selini",female,15,3rd,C,Lebanon,2659,14.0901,1,0,yes,,16-30,,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,#N/A,#N/A
"Young, Miss. Marie Grice",female,36,1st,C,United States,17760,135.1208,0,0,yes,326,31-45,,C32,Passenger,1,"Cherbourg, France",Bridge C,1,0
"Yousseff (Abi Saab), Mr. Gerios",male,26,3rd,C,Lebanon,2685,7.0406,0,0,no,,16-30,,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,#N/A,#N/A
"Youssiff (Sam'aan), Mr. Gerios",male,45,3rd,C,Lebanon,2628,7.0407,0,0,no,,45-60,,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,#N/A,#N/A
"Yūsuf, Mrs. Kātrīn",female,23,3rd,C,Lebanon,2668,22.0702,0,2,yes,,16-30,,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,#N/A,#N/A
"Yvois, Miss. Henriette",female,24,2nd,S,France,248747,13,0,0,no,,16-30,,No cabin found,Passenger,0,"Southampton, England",No bridge found,#N/A,#N/A
"Zakarian, Mr. Mapriededer",male,22,3rd,C,Turkey,2656,7.0406,0,0,no,1028,16-30,,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Zakarian, Mr. Ortin",male,27,3rd,C,Turkey,2670,7.0406,0,0,no,1063,16-30,,No cabin found,Passenger,0,"Cherbourg, France",No bridge found,0,0
"Zenni, Mr. Philip",male,25,3rd,C,Lebanon,2620,7.0406,0,0,yes,,16-30,,No cabin found,Passenger,1,"Cherbourg, France",No bridge found,#N/A,#N/A
"Zimmermann, Mr. Leo",male,29,3rd,S,Germany,315082,7.1706,0,0,no,,31-45,,No cabin found,Passenger,0,"Southampton, England",No bridge found,#N/A,#N/A
"Abbott, Mr. Ernest Owen",male,21,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Abrams, Mr. William Thomas",male,34,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Adams, Mr. Robert John",male,26,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Ahier, Mr. Percy Snowden",male,20,victualling crew,S,Channel Islands,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Akerman, Mr. Albert Edward",male,31,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Akerman, Mr. Joseph Francis",male,37,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allaria, Sig. Battista Antonio",male,22,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allen, Mr. Ernest Frederick",male,24,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Allen, Mr. Frederick",male,17,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allen, Mr. George",male,26,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allen, Mr. Henry",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allen, Mr. Robert Spencer",male,36,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Allsop, Mr. Alfred Samuel",male,36,engineering crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Allsop, Mr. Frank Richard",male,41,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Anderson, Mr. James",male,40,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Anderson, Mr. Walter Yuill",male,48,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Andrews, Mr. Charles Edward",male,19,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Archer, Mr. Ernest Edward",male,35,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Ashcroft, Mr. Austin Aloysius",male,26,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Ashe, Mr. Henry Wellesley",male,41,victualling crew,S,Ireland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Aspeslagh, Mr. Georges",male,26,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Avery, Mr. James Albert",male,21,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Ayling, Mr. Edwin George",male,23,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Back, Mr. Charles Frederick",male,37,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Baggott, Mr. Allen Marden",male,28,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Bagley, Mr. Edward Henry",male,33,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bailey, Mr. George Francis",male,36,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Bailey, Mr. George Frank",male,46,engineering crew,S,Wales,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bailey, Mr. Henry Joseph",male,46,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,45-60,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Baines, Mr. Richard",male,24,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Ball, Mr. Percy",male,19,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Banfi, Sig. Ugo",male,24,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bannon, Mr. John Joseph",male,34,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barker, Mr. Albert Vale",male,19,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barker, Mr. Ernest Thomas",male,41,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barker, Mr. Reginald Lomond",male,42,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Barlow, Mr. Charles",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barlow, Mr. George",male,36,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barnes, Mr. Charles",male,29,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barnes, Mr. Frederick Charles",male,40,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barnes, Mr. John",male,40,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barratt, Mr. Arthur",male,16,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barrett, Mr. Frederick",male,28,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Barrett, Mr. Frederick William",male,33,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barringer, Mr. Arthur William",male,34,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Barrow, Mr. Charles Henry John Barrow",male,36,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barrows, Mr. William",male,32,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Barton, Mr. Sidney John",male,26,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Basilico, Sig. Giovanni",male,27,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Baxter, Mr. Harry Ross",male,53,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Baxter, Mr. Thomas Ferguson",male,55,victualling crew,S,Scotland,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bazzi, Sig. Narciso",male,33,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Beattie, Mr. Joseph",male,35,engineering crew,B,Northern Ireland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Beauchamp, Mr. George William",male,24,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Bedford, Mr. William Barnett",male,31,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Beedem, Mr. George Arthur",male,35,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Beere, Mr. William",male,19,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bell, Mr. Joseph",male,51,engineering crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Bendell, Mr. Frank",male,24,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Benham, Mr. Fred John",male,30,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bennett, Mr. George Alfred",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bennett, Mrs. Mabel",female,33,victualling crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Benville, Mr. Edward",male,47,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bernardi, Sig. Battista",male,22,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bessant, Mr. Edward",male,31,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bessant, Mr. William Edward Lowe",male,39,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Best, Mr. Edwin Alfred",male,40,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Beux, Mr. David",male,26,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bevis, Mr. Joseph Henry",male,22,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Biddlecombe, Mr. Reginald Charles",male,31,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bietrix, Mr. George Baptiste",male,28,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Biggs, Mr. Edward Charles",male,20,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Billows, Mr. James",male,20,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Binstead, Mr. Walter William",male,20,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Bishop, Mr. Walter Alexander",male,34,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Blackman, Mr. Albert Edward",male,23,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Black, Mr. Alexander",male,28,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Black, Mr. D.",male,41,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Blake, Mr. Percival Albert",male,23,engineering crew,S,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Blake, Mr. Seaton",male,26,engineering crew,B,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Blake, Mr. Thomas Henry",male,37,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Blaney, Mr. James",male,32,engineering crew,S,Northern Ireland,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Blann, Mr. Eustace Horatius",male,22,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bliss, Mrs. Emma",female,45,victualling crew,S,Switzerland,Crew,,Crew,Crew,yes,Crew,45-60,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Blumet, Mr. Jean Baptiste",male,26,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bochatay, Mr. Alexis Joseph",male,30,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bochet, Mr. Pierre Giuseppe",male,43,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bogie, Mr. Norman Leslie",male,59,victualling crew,S,Scotland,Crew,,Crew,Crew,no,Crew,60+,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bolhuis, Mr. Hendrik",male,27,restaurant staff,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bond, Mr. William John",male,40,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Boothby, Mr. Walter Thomas",male,38,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Boston, Mr. William John",male,33,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Bott, Mr. William Thomas",male,46,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Boughton, Mr. Bernard John",male,24,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,16-30,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bowker, Miss. Ruth Harwood",female,31,restaurant staff,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
"Boxhall, Mr. Joseph Groves",male,28,deck crew,B,England,Crew,,Crew,Crew,yes,Crew,16-30,,Crew,Crew,1,Boarded elswhere,Crew,#N/A,#N/A
"Boyd, Mr. John",male,37,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Boyes, Mr. John Henry",male,36,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Bradley, Mr. Patrick Joseph",male,39,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bradley, Mr. T.",male,29,deck crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Bradshaw, Mr. John Albert Perkin",male,43,victualling crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Brewer, Mr. Harry",male,30,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Brewster, Mr. George Henry",male,52,victualling crew,B,England,Crew,,Crew,Crew,no,Crew,45-60,,Crew,Crew,0,Boarded elswhere,Crew,#N/A,#N/A
"Briant, Mr. Albert",male,34,engineering crew,S,England,Crew,,Crew,Crew,no,Crew,31-45,,Crew,Crew,0,"Southampton, England",Crew,#N/A,#N/A
"Brice, Mr. Walter Thomas",male,43,deck crew,S,England,Crew,,Crew,Crew,yes,Crew,31-45,,Crew,Crew,1,"Southampton, England",Crew,#N/A,#N/A
